Date,Price,Change %,vol 5D,vol 5D standardize,vol 20D,vol 20D standardize,vol2 5D,vol2 5D standardize,vol2 20D,vol2 20D standardize,vol2 5D sta - vol2 20D sta,Price_S&P 500,Change %_S&P 500,a1_S&P 500,動能差input_S&P 500,Price_CAC Mid & Small,Change %_CAC Mid & Small,local risk covarience_CAC Mid & Small,向量寬度_CAC Mid & Small,Price_EUR_USD,Change %_EUR_USD,Price_USD_JPY,Change %_USD_JPY,Price_United States 10-Year Bond Yield,Change %_United States 10-Year Bond Yield,label 1 N+1到N+5天短期(5D)vol2 的標準化平均減 N到N-4短期(5D)vol2 的標準化平均,label 2 第N+1到N+5天的平均短期(5D)波動性 減 第N天的短期(5D)波動性 大於或小於零,label 3 第N+1到N+5天的平均短期(5D)波動性 減 第N到N-4天的平均短期(5D)波動性 大於或小於零 Ken
"Mar 23, 2011",3913.73,0.0038,0.1929278517995783,-1.6209134906957725,0.21320348693702285,1.8006029852580383,1.116964980986757,-1.385009956084688,0.5341657131326246,2.2420327000227402,-3.6270426561074283,1297.54,0.0029,3.016269247961527,-3.3684519659595935,7385.67,0.0054,-0.6340512589033335,-0.003423876798078001,1.4083,-0.0084,80.88,-0.0021,3.354,0.0078000000000000005,-1.2958150792205116,-0.07101445653569807,-0.18506546344279823
"Mar 24, 2011",3968.84,0.0141,0.16144850572241304,-1.2081663287768398,0.22000033612414516,1.7300521766077457,1.5125560132741689,-0.2074203525217983,0.5760845513714259,2.1572714636358112,-2.3646918161576096,1309.66,0.009300000000000001,3.0304353801750072,-18.552816714706296,7473.81,0.011899999999999999,1.8170473030954841,0.02162286290683626,1.4175,0.006500000000000001,81.02,0.0018,3.407,0.0158,-1.0389254447601641,-0.05135888284324491,-0.1664754748666195
"Mar 25, 2011",3972.38,0.0009,0.1723733274030528,-0.7319350040647107,0.21235101353035363,1.354052064081322,1.5682150590068957,0.09520862863166672,0.5975303417399884,1.957062578127349,-1.8618539494956823,1313.8,0.0032,3.0235804536459128,9.006002473924127,7514.2,0.0054,-0.8319088167428628,-0.004492307610411459,1.4084,-0.0064,81.34,0.0039000000000000003,3.442,0.0103,-1.0186652710363988,-0.0668876244496886,-0.139194212171942
"Mar 28, 2011",3976.95,0.0012,0.09664824882014168,-1.1527969370026334,0.20863913267699935,1.1312303067858778,1.243793603065458,-0.7566778487698703,0.6099627316693065,1.7609616331483322,-2.5176394819182026,1310.19,-0.0027,3.035399445881895,-15.485125437661281,7548.67,0.0046,64.31728370693872,0.2958595050519181,1.4085,0.0001,81.72,0.004699999999999999,3.441,-0.0003,-0.5960662644871877,0.0209228097010416,-0.06940071200720137
"Mar 29, 2011",3987.8,0.0027,0.08685111398249316,-1.1641695072282663,0.20657262059369674,0.9752341759447876,0.7526843140017404,-1.474844100567153,0.6079136890185748,1.5430660012176858,-3.017910101784839,1319.44,0.0070999999999999995,3.022342812102104,17.22744487440741,7556.31,0.001,0.5487417902287436,0.0005487417902287436,1.4111,0.0018,82.51,0.0096,3.491,0.014499999999999999,0.004752098484757328,0.04519969756635815,-0.009998997996684494
"Mar 30, 2011",4024.44,0.0092,0.0922457803913004,-0.716543825550939,0.20756465777654623,0.906031192026469,0.6572644531681117,-1.157511286775223,0.6028349592143949,1.3538098195044281,-2.5113211062796514,1328.26,0.0067,3.029858612018731,-9.982936397259436,7605.36,0.006500000000000001,5.694416092729091,0.037013704602739096,1.4127,0.0011,83.14,0.0076,3.444,-0.013500000000000002,-0.0557611299055224,0.05106538870708356,0.021397773834503725
"Mar 31, 2011",3989.18,-0.0088,0.10232964379885243,-0.2199570361184768,0.20822782765645498,0.835206508096361,0.5600450484662923,-0.9184150195495864,0.5906731217684179,1.1652170539468472,-2.0836320734964335,1325.83,-0.0018,3.0088171183334214,27.897443572794145,7577.63,-0.0036,-1.2960876619734452,0.004665915583104402,1.4167,0.0028000000000000004,83.43,0.0034999999999999996,3.47,0.0075,-0.048222506239021246,0.04728794346714116,0.03952796438682546
"Apr 01, 2011",4054.76,0.016399999999999998,0.14935372777403322,1.742562557317211,0.2137868461317192,0.8919768866141633,0.3996317390009354,-1.0120746810552173,0.5802352929888819,1.0090884751501754,-2.0211631562053927,1332.41,0.005,3.0431774003497423,-45.7819833613662,7661.54,0.0111,2.435303497240774,0.027031868819372595,1.4231,0.0045000000000000005,84.06,0.0076,3.45,-0.0058,0.5011267821928771,-0.013471637691655935,0.030396387129013075
"Apr 04, 2011",4042.92,-0.0029,0.15707502665923703,1.192705175173808,0.21216918100520882,0.7666555457515355,0.525784633130037,-0.3982087266700664,0.5550629627465343,0.8041687050454388,-1.2023774317155052,1332.87,0.0003,3.033244052308177,13.239861604160524,7715.21,0.006999999999999999,-10.992640079356905,-0.07694848055549833,1.4222,-0.0006,84.36,0.0036,3.425,-0.0072,0.6763615697483203,-0.034659214934350424,0.004844753203703325
"Apr 05, 2011",4041.74,-0.0003,0.1592498791208333,0.8461392867973003,0.21112687131076827,0.6608907747803351,0.51028455818914,-0.21877342283796206,0.5214192702759584,0.5675335168036921,-0.7863069396416542,1332.63,-0.0002,3.0329048573122317,0.4520214274466525,7720.13,0.0006,9.064246327459347,0.005438547796475608,1.4223,0.0001,84.98,0.0073,3.487,0.0181,0.5609892810244042,-0.04058715086526385,-0.013388083293281866
